Clé,Country Code,Country Name,Region,Year,GDP (US$),Population (number),HDI,rank legatum index,score legatum,HAQ,Life expectancy,NumbeEasternr of Hospitals,Number of General hospitals,Number of Publicly owned hospitals,Number of Not-for-profit privately owned hospitals,Number of For-profit privately owned hospitals,Total hospital beds,Number of Beds in publicly owned hospitals,Number of Beds in not-for-profit privately owned hospitals,Number of Beds in for-profit privately owned hospitals,Number of Generalist medical practitioners,Number of Specialist medical practitioners,Number of Medical doctors not further defined,Number of Practising nurses,Remuneration of hospital nurses,Remuneration of specialists,Remuneration of general practitioners, Share of gross domestic product (in %) -  All financing schemes, Share of current expenditure on health (in %) -  Government/compulsory schemes, Share of gross domestic product (in %) -  Government/compulsory schemes, Share of current expenditure on health (in %) -  Household out-of-pocket payments, Share of gross domestic product (in %) -  Household out-of-pocket payments, Share of current expenditure on health (in %) - Voluntary health care payment schemes, Share of gross domestic product (in %) -   Voluntary health care payment schemes, Share of current expenditure on health (in %) -  Voluntary schemes/household out-of-pocket payments, Share of gross domestic product (in %) -  Voluntary schemes/household out-of-pocket payments,R&D expenses as PC_GDP (total GOV),R&D expenses as PC_GDP (total HES),R&D expenses as PC_GDP (total BES),R&D expenses as PC_GDP (total),Number schools,Total Fees per Year (USD) MIN,Total Fees per Year (USD) MAX
ITA2015,ITA,Italy,Western Europe,2015,1.84E+12,6.07E+07,0.882,31,69.92749313,88.7,82.828,1115,949,457,34,624,194065,131213,7527,55325,53610,179492,0,330602,30949,77867,0,8.857,74.435,6.593,23.467,2.078,2.098,0.186,25.565,2.264,0.18,0.34,0.78,1.34,29,6690,20210
ITA2019,ITA,Italy,Western Europe,2019,2.01E+12,5.97E+07,0.897,NA,NA,NA,NA,1056,893,432,34,590,188909,126149,7286,55474,52555,189390,0,367684,32645,78795,0,8.656,73.745,6.384,23.461,2.031,2.794,0.242,26.255,2.273,0.18,0.33,0.92,1.46,29,6690,20210
ITA2020,ITA,Italy,Western Europe,2020,1.89E+12,5.94E+07,0.889,31,72.10926502,NA,NA,1065,910,430,0,635,189351,120529,0,68822,50354,187490,0,373064,33378,93043,0,9.634,76.077,7.329,21.278,2.05,2.646,0.255,23.923,2.305,0.2,0.35,0.93,1.51,29,6690,20210
JAM2010,JAM,Jamaica,Latin America and the Caribbean,2010,1.32E+10,2810464,0.704,63,57.66431747,62.9,74.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAM2015,JAM,Jamaica,Latin America and the Caribbean,2015,1.42E+10,2891024,0.713,65,58.65017487,63.7,74.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAM2019,JAM,Jamaica,Latin America and the Caribbean,2019,1.58E+10,2948277,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAM2020,JAM,Jamaica,Latin America and the Caribbean,2020,1.38E+10,2961161,0.713,67,60.12765737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOR2010,JOR,Jordan,Middle East and North Africa,2010,2.71E+10,7261541,0.725,68,56.32269744,74.3,73.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6617.5,34745.9
JOR2015,JOR,Jordan,Middle East and North Africa,2015,3.86E+10,9266573,0.718,81,56.43319807,76.5,74.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6617.5,34745.9
JOR2019,JOR,Jordan,Middle East and North Africa,2019,4.45E+10,1.01E+07,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6617.5,34745.9
JOR2020,JOR,Jordan,Middle East and North Africa,2020,4.37E+10,1.02E+07,0.723,81,57.29874993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6617.5,34745.9
JPN2010,JPN,Japan,Asia-Pacific,2010,5.76E+12,1.28E+08,0.898,20,75.6252681,87.8,82.971,8670,7587,1552,0,0,1730215,457086,0,0,0,0,0,1294234,51942,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JPN2015,JPN,Japan,Asia-Pacific,2015,4.44E+12,1.27E+08,0.918,20,76.64136688,89,83.879,8480,7416,1556,0,0,1673594,455658,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JPN2019,JPN,Japan,Asia-Pacific,2019,5.12E+12,1.27E+08,0.924,NA,NA,NA,NA,8300,7246,1524,0,0,1620040,442741,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JPN2020,JPN,Japan,Asia-Pacific,2020,5.04E+12,1.26E+08,0.923,18,77.6374217,NA,NA,8238,7179,1520,0,0,1593572,439027,0,0,0,0,0,1526740,44767,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAZ2010,KAZ,Kazakhstan,Asia-Pacific,2010,1.48E+11,1.63E+07,0.767,77,55.24049185,57.9,67.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAZ2015,KAZ,Kazakhstan,Asia-Pacific,2015,1.84E+11,1.75E+07,0.805,69,57.41364259,61.1,71.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAZ2019,KAZ,Kazakhstan,Asia-Pacific,2019,1.82E+11,1.85E+07,0.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAZ2020,KAZ,Kazakhstan,Asia-Pacific,2020,1.71E+11,1.88E+07,0.814,64,60.35055282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEN2010,KEN,Kenya,Sub-Saharan Africa,2010,4.54E+10,4.20E+07,0.545,125,45.8816036,47.5,60.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEN2015,KEN,Kenya,Sub-Saharan Africa,2015,7.01E+10,4.79E+07,0.561,113,49.32592888,48.7,64.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEN2019,KEN,Kenya,Sub-Saharan Africa,2019,1.00E+11,5.26E+07,0.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEN2020,KEN,Kenya,Sub-Saharan Africa,2020,1.01E+11,5.38E+07,0.578,112,51.31765854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KGZ2010,KGZ,Kyrgyz Republic,Asia-Pacific,2010,4.79E+09,5447900,,103,50.69547852,57.7,68.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KGZ2015,KGZ,Kyrgyz Republic,Asia-Pacific,2015,6.68E+09,5956900,,103,52.62728522,60.4,70.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KGZ2019,KGZ,Kyrgyz Republic,Asia-Pacific,2019,8.87E+09,6456200,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KGZ2020,KGZ,Kyrgyz Republic,Asia-Pacific,2020,7.78E+09,6579900,,89,56.24518971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KHM2010,KHM,Cambodia,Asia-Pacific,2010,1.12E+10,1.43E+07,0.54,120,46.70005713,45.5,66.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KHM2015,KHM,Cambodia,Asia-Pacific,2015,1.80E+10,1.55E+07,0.574,121,46.88692763,50.7,68.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KHM2019,KHM,Cambodia,Asia-Pacific,2019,2.71E+10,1.65E+07,0.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KHM2020,KHM,Cambodia,Asia-Pacific,2020,2.59E+10,1.67E+07,0.596,118,48.6859447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KWT2010,KWT,Kuwait,Middle East and North Africa,2010,1.15E+11,2991884,0.813,52,61.55331137,77.7,74.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25415,31607
KWT2015,KWT,Kuwait,Middle East and North Africa,2015,1.15E+11,3835588,0.83,55,60.58934679,82,75.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25415,31607
KWT2019,KWT,Kuwait,Middle East and North Africa,2019,1.36E+11,4207077,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25415,31607
KWT2020,KWT,Kuwait,Middle East and North Africa,2020,1.06E+11,4270563,0.822,60,61.16417401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25415,31607
LBN2010,LBN,Lebanon,Middle East and North Africa,2010,3.84E+10,4953064,0.77,89,53.56192228,77,78.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9430,36020
LBN2015,LBN,Lebanon,Middle East and North Africa,2015,4.99E+10,6532681,0.746,97,53.67787595,80,78.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9430,36020
LBN2019,LBN,Lebanon,Middle East and North Africa,2019,5.16E+10,6855709,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9430,36020
LBN2020,LBN,Lebanon,Middle East and North Africa,2020,2.59E+10,6825442,0.726,104,53.3287764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9430,36020
LBR2010,LBR,Liberia,Sub-Saharan Africa,2010,2.00E+09,3891357,0.46,140,42.4744228,43.2,59.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBR2015,LBR,Liberia,Sub-Saharan Africa,2015,3.23E+09,4472229,0.473,138,43.41137707,45.4,62.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBR2019,LBR,Liberia,Sub-Saharan Africa,2019,3.32E+09,4937374,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBR2020,LBR,Liberia,Sub-Saharan Africa,2020,3.04E+09,5057677,0.48,138,44.30825823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBY2010,LBY,Libya,Middle East and North Africa,2010,7.54E+10,6197667,0.739,126,45.86840743,69.7,72.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4060,16747.8
LBY2015,LBY,Libya,Middle East and North Africa,2015,4.87E+10,6418315,0.699,142,42.90095359,69.9,72.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4060,16747.8
LBY2019,LBY,Libya,Middle East and North Africa,2019,6.93E+10,6777453,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4060,16747.8
LBY2020,LBY,Libya,Middle East and North Africa,2020,5.23E+10,6871287,0.703,152,41.25193124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4060,16747.8
LKA2010,LKA,Sri Lanka,Asia-Pacific,2010,5.67E+10,2.03E+07,0.737,100,51.81314656,68.9,75.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LKA2015,LKA,Sri Lanka,Asia-Pacific,2015,8.06E+10,2.10E+07,0.764,84,55.91846084,72.8,76.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LKA2019,LKA,Sri Lanka,Asia-Pacific,2019,8.39E+10,2.18E+07,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LKA2020,LKA,Sri Lanka,Asia-Pacific,2020,8.10E+10,2.19E+07,0.78,86,56.66349474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSO2010,LSO,Lesotho,Sub-Saharan Africa,2010,2.23E+09,1995575,0.467,133,43.72729321,34.4,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSO2015,LSO,Lesotho,Sub-Saharan Africa,2015,2.36E+09,2059011,0.503,135,44.56030699,35.7,51.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSO2019,LSO,Lesotho,Sub-Saharan Africa,2019,2.45E+09,2125267,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSO2020,LSO,Lesotho,Sub-Saharan Africa,2020,2.25E+09,2142252,0.521,135,44.78925228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTU2010,LTU,Lithuania,Eastern Europe,2010,3.71E+10,3097282,0.842,40,66.07291821,73.6,72.826,113,83,100,0,13,22190,22015,0,175,2381,8285,1560,22835,8673,18408,14692,6.815,71.712,4.887,27.589,1.88,0.627,0.043,28.215,1.923,0.14,0.42,0.23,0.78,2,14505,18005
LTU2015,LTU,Lithuania,Eastern Europe,2015,4.14E+10,2904910,0.862,38,68.02693412,76.6,74.923,95,73,88,0,7,20236,20057,0,179,2819,9786,0,22260,0,0,0,6.49,67.14,4.358,31.839,2.066,0.959,0.062,32.798,2.129,0.18,0.58,0.29,1.04,2,14505,18005
LTU2019,LTU,Lithuania,Eastern Europe,2019,5.47E+10,2794137,0.884,NA,NA,NA,NA,94,74,85,0,9,17733,17527,0,206,2883,9885,0,21629,0,0,0,6.999,66.382,4.646,32.27,2.258,1.324,0.093,33.595,2.351,0.2,0.36,0.43,0.99,2,14505,18005
LTU2020,LTU,Lithuania,Eastern Europe,2020,5.65E+10,2794885,0.879,33,70.82550045,NA,NA,78,68,69,0,9,16802,16580,0,222,2728,9801,0,21818,0,0,0,7.538,70.134,5.287,28.694,2.163,1.145,0.086,29.839,2.249,0.18,0.42,0.56,1.17,2,14505,18005
LUX2010,LUX,Luxembourg,Western Europe,2010,5.62E+10,506953,0.912,8,79.84919788,87.5,80.352,12,5,6,4,2,2721,0,0,0,414,992,0,5602,97920,261755,239678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
LUX2015,LUX,Luxembourg,Western Europe,2015,6.01E+10,569604,0.915,8,80.40744459,89.3,81.636,12,5,5,6,1,2825,0,0,0,498,1158,0,6783,92144,286867,357481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
LUX2019,LUX,Luxembourg,Western Europe,2019,7.02E+10,620001,0.927,NA,NA,NA,NA,10,4,0,0,0,2644,0,0,0,0,0,0,0,108787,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
LUX2020,LUX,Luxembourg,Western Europe,2020,7.34E+10,630419,0.924,7,81.34921673,NA,NA,10,4,0,0,0,2644,0,0,0,0,0,0,0,114393,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
LVA2010,LVA,Latvia,Eastern Europe,2010,2.40E+10,2097555,0.824,36,67.41274096,74.4,72.838,67,42,48,0,19,11920,11154,0,766,1311,5206,0,10514,9046,19669,13584,6.097,60.185,3.67,37.186,2.267,2.623,0.16,39.809,2.427,0.14,0.24,0.22,0.61,2,4778,16828
LVA2015,LVA,Latvia,Eastern Europe,2015,2.73E+10,1977527,0.85,32,69.69129338,77.7,74.733,67,29,46,0,21,11261,10141,0,1120,1379,4945,0,9263,0,0,0,5.652,58.653,3.315,40.454,2.287,0.893,0.05,41.347,2.337,0.16,0.31,0.15,0.62,2,4778,16828
LVA2019,LVA,Latvia,Eastern Europe,2019,3.43E+10,1913822,0.871,NA,NA,NA,NA,61,26,45,0,16,10379,9382,0,997,1369,4884,0,8402,0,0,0,6.53,60.827,3.972,35.596,2.324,3.577,0.234,39.173,2.558,0.12,0.35,0.17,0.64,2,4778,16828
LVA2020,LVA,Latvia,Eastern Europe,2020,3.36E+10,1900449,0.871,32,71.62237429,NA,NA,60,26,45,0,15,10045,9025,0,1020,1416,4930,0,7952,0,0,0,7.36,64.359,4.737,32.25,2.374,3.391,0.25,35.641,2.623,0.13,0.35,0.22,0.71,2,4778,16828
MAR2010,MAR,Morocco,Middle East and North Africa,2010,9.32E+10,3.23E+07,0.603,101,51.7883926,58.7,74.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,683.4322,4309.931
MAR2015,MAR,Morocco,Middle East and North Africa,2015,1.01E+11,3.47E+07,0.654,94,54.11633433,61.3,75.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,683.4322,4309.931
MAR2019,MAR,Morocco,Middle East and North Africa,2019,1.20E+11,3.65E+07,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,683.4322,4309.931
MAR2020,MAR,Morocco,Middle East and North Africa,2020,1.15E+11,3.69E+07,0.679,93,55.60753314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,683.4322,4309.931
MDA2010,MDA,Moldova,Eastern Europe,2010,6.97E+09,2861487,,94,52.36313628,66.8,69.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDA2015,MDA,Moldova,Eastern Europe,2015,7.75E+09,2834530,,80,56.53242265,73.1,71.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDA2019,MDA,Moldova,Eastern Europe,2019,1.20E+10,2664974,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDA2020,MDA,Moldova,Eastern Europe,2020,1.19E+10,2620495,,76,58.05835679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG2010,MDG,Madagascar,Sub-Saharan Africa,2010,9.98E+09,2.12E+07,0.492,136,43.15323274,42.5,63.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG2015,MDG,Madagascar,Sub-Saharan Africa,2015,1.13E+10,2.42E+07,0.504,140,43.23849313,43.7,65.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG2019,MDG,Madagascar,Sub-Saharan Africa,2019,1.42E+10,2.70E+07,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDG2020,MDG,Madagascar,Sub-Saharan Africa,2020,1.32E+10,2.77E+07,0.501,136,44.70968625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEX2010,MEX,Mexico,Latin America and the Caribbean,2010,1.06E+12,1.14E+08,0.746,60,58.23562513,60.5,75.065,4456,0,1296,16,3144,119506,84625,0,34881,81715,146313,0,275171,16501,31395,24468,5.737,50.219,2.881,43.509,2.496,6.272,0.36,49.781,2.856,NA,NA,NA,NA,NA,NA,NA
MEX2015,MEX,Mexico,Latin America and the Caribbean,2015,1.17E+12,1.22E+08,0.768,62,58.95807227,62.6,74.904,4457,0,1368,19,3070,120735,86755,0,33980,101057,182218,0,335693,16823,31432,23821,5.723,52.201,2.987,41.044,2.349,6.755,0.387,47.799,2.735,NA,NA,NA,NA,NA,NA,NA
MEX2019,MEX,Mexico,Latin America and the Caribbean,2019,1.27E+12,1.28E+08,0.779,NA,NA,NA,NA,4707,0,1395,20,3292,120736,86999,0,33737,111532,197882,0,360210,16401,30149,22918,5.446,49.167,2.678,42.282,2.303,8.551,0.466,50.833,2.768,NA,NA,NA,NA,NA,NA,NA
MEX2020,MEX,Mexico,Latin America and the Caribbean,2020,1.09E+12,1.29E+08,0.756,69,59.7116176,NA,NA,4909,0,1514,20,3375,126449,92011,0,34438,112607,194890,0,372464,15344,28102,21341,6.242,52.897,3.302,38.767,2.42,8.336,0.52,47.103,2.94,NA,NA,NA,NA,NA,NA,NA
MKD2010,MKD,North Macedonia,Eastern Europe,2010,9.41E+09,2055004,0.738,59,58.87573007,74.2,74.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MKD2015,MKD,North Macedonia,Eastern Europe,2015,1.01E+10,2070226,0.762,54,61.04155333,76,75.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MKD2019,MKD,North Macedonia,Eastern Europe,2019,1.26E+10,2076694,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
